Date,NVDA_Price,Strike,Contracts,Allocation,Premium,Hedge_Cost,PnL,Capital,VIX,Status,Peak,Drawdown_%
2022-10-31,14.139012336730957,12.697050330767372,1,10%,40,30,10.0,55504.68316361667,38.387738872167134,OTM,55504.68316361667,0.0
2022-11-07,16.30740737915039,12.977224481457432,1,10%,40,0,40.0,55544.68316361667,38.70115017167333,OTM,55544.68316361667,0.0
2022-11-14,15.390510559082031,14.750517793575872,1,10%,40,0,40.0,55584.68316361667,42.538136997555114,OTM,55584.68316361667,0.0
2022-11-21,16.25047492980957,13.955589558991406,1,10%,40,0,40.0,55624.68316361667,41.8928374907682,OTM,55624.68316361667,0.0
2022-11-28,16.860061645507812,14.961481599964014,1,10%,40,30,10.0,55634.68316361667,37.87948660977962,OTM,55634.68316361667,0.0
2022-12-05,16.984941482543945,15.532341047614802,1,10%,40,0,40.0,55674.68316361667,37.71481467076816,OTM,55674.68316361667,0.0
2022-12-12,16.555349349975586,15.753155868854606,1,10%,40,0,40.0,55714.68316361667,35.91860579019479,OTM,55714.68316361667,0.0
2022-12-19,15.191637992858887,15.389862633976547,1,10%,40,0,20.177535888233997,55734.860699504905,35.306292674701524,ASSIGNED,55734.860699504905,0.0
2022-12-26,14.600197792053223,14.0431368990479,1,10%,40,30,10.0,55744.860699504905,36.806625911483884,OTM,55744.860699504905,0.0
2023-01-02,14.844965934753418,13.471706968064694,1,10%,40,0,40.0,55784.860699504905,37.29466525170437,OTM,55784.860699504905,0.0
2023-01-09,16.883039474487305,13.774797305043604,1,10%,40,0,40.0,55824.860699504905,35.79383885295988,OTM,55824.860699504905,0.0
2023-01-16,17.82215690612793,15.611683399302544,1,10%,40,0,40.0,55864.860699504905,36.72092069264326,OTM,55864.860699504905,0.0
2023-01-23,20.34576416015625,16.547849144401262,1,10%,40,30,10.0,55874.860699504905,35.62413432819669,OTM,55874.860699504905,0.0
2023-01-30,21.0800724029541,18.734691003458725,1,10%,40,0,40.0,55914.860699504905,37.84035862903447,OTM,55914.860699504905,0.0
2023-02-06,21.24491310119629,19.610254886033218,1,10%,40,0,40.0,55954.860699504905,35.11189457619035,OTM,55954.860699504905,0.0
2023-02-13,21.367799758911133,19.85636092084796,1,10%,40,0,40.0,55994.860699504905,33.85249823731711,OTM,55994.860699504905,0.0
2023-02-20,23.264007568359375,19.976887230170306,1,10%,40,30,10.0,56004.860699504905,33.77593949267107,OTM,56004.860699504905,0.0
2023-02-27,23.86743927001953,21.690802778715874,1,10%,40,0,40.0,56044.860699504905,34.50573827556644,OTM,56044.860699504905,0.0
2023-03-06,22.947208404541016,22.261361657975243,1,10%,40,0,40.0,56084.860699504905,34.40985831647018,OTM,56084.860699504905,0.0
2023-03-13,25.70507049560547,21.377717400828214,1,10%,40,0,40.0,56124.860699504905,34.72834408614554,OTM,56124.860699504905,0.0
2023-03-20,26.758251190185547,24.08515140335621,1,10%,40,30,10.0,56134.860699504905,33.17758515840309,OTM,56134.860699504905,0.0
2023-03-27,27.75547981262207,25.230000039949402,1,10%,40,0,40.0,56174.860699504905,31.473985074134546,OTM,56174.860699504905,0.0
2023-04-03,27.01605224609375,26.194946238389736,1,10%,40,0,40.0,56214.860699504905,31.217579683617004,OTM,56214.860699504905,0.0
2023-04-10,26.737266540527344,25.549994211703815,1,10%,40,0,40.0,56254.860699504905,30.652760418578616,OTM,56254.860699504905,0.0
2023-04-17,27.097984313964844,25.240295352985772,1,10%,40,30,10.0,56264.860699504905,31.149463495506303,OTM,56264.860699504905,0.0
2023-04-24,27.72749900817871,25.875086535659683,1,10%,40,0,40.0,56304.860699504905,28.017117711026145,OTM,56304.860699504905,0.0
2023-05-01,28.657779693603516,26.479884386806614,1,10%,40,0,40.0,56344.860699504905,27.97870677207151,OTM,56344.860699504905,0.0
2023-05-08,28.318042755126953,27.374848003277336,1,10%,40,0,40.0,56384.860699504905,27.9128663611611,OTM,56384.860699504905,0.0
2023-05-15,31.23978042602539,27.02179552568147,1,10%,40,30,10.0,56394.860699504905,28.2034149163721,OTM,56394.860699504905,0.0
2023-05-22,38.91582107543945,29.747827574462665,1,10%,40,0,40.0,56434.860699504905,28.7755449840555,OTM,56434.860699504905,0.0
2023-05-29,39.296531677246094,35.82484880933258,1,10%,40,0,40.0,56474.860699504905,37.91028931370861,OTM,56474.860699504905,0.0
2023-06-05,38.74397277832031,36.309944945635465,1,10%,40,0,40.0,56514.860699504905,36.92212114368901,OTM,56514.860699504905,0.0
2023-06-12,42.66333770751953,35.86507484140753,1,10%,40,30,10.0,56524.860699504905,36.43304030850408,OTM,56524.860699504905,0.0
2023-06-19,42.180660247802734,39.39564593599016,1,10%,40,0,40.0,56564.860699504905,37.09265541375461,OTM,56564.860699504905,0.0
2023-06-26,42.27359390258789,38.88482609651364,1,10%,40,0,40.0,56604.860699504905,37.53790994846685,OTM,56604.860699504905,0.0
2023-07-03,42.47447204589844,39.04426063229475,1,10%,40,0,40.0,56644.860699504905,37.03460953603178,OTM,56644.860699504905,0.0
2023-07-10,45.4384765625,39.263339763700934,1,10%,40,30,10.0,56654.860699504905,36.806796483778925,OTM,56654.860699504905,0.0
2023-07-17,44.27925109863281,42.01053041501906,1,10%,40,0,40.0,56694.860699504905,36.760651393796174,OTM,56694.860699504905,0.0
2023-07-24,46.71861267089844,40.82256420825126,1,10%,40,0,40.0,56734.860699504905,37.51756570811504,OTM,56734.860699504905,0.0
2023-07-31,44.65000534057617,43.07015816534575,1,10%,40,0,40.0,56774.860699504905,37.525822654253645,OTM,56774.860699504905,0.0
2023-08-07,40.82756805419922,41.045768746318025,1,10%,40,30,-11.820069211880622,56763.04063029303,38.28377746050012,ASSIGNED,56774.860699504905,-0.020819195443627394
2023-08-14,43.269927978515625,37.32383038527336,1,10%,40,0,40.0,56803.04063029303,39.7536778175305,OTM,56803.04063029303,0.0
2023-08-21,45.98711013793945,40.977728506901265,1,10%,40,0,40.0,56843.04063029303,30.280159897840527,OTM,56843.04063029303,0.0
2023-08-28,48.47643280029297,43.45283436770657,1,10%,40,0,40.0,56883.04063029303,30.895691133159062,OTM,56883.04063029303,0.0
2023-09-04,45.54515838623047,45.79070298441263,1,10%,40,30,-14.554459818216401,56868.48617047481,30.9806091394423,ASSIGNED,56883.04063029303,-0.02558664174232959
2023-09-11,43.87413787841797,43.10570883203942,1,10%,40,0,40.0,56908.48617047481,30.449388278693945,OTM,56908.48617047481,0.0
2023-09-18,41.585487365722656,41.468671558604825,1,10%,40,0,40.0,56948.48617047481,30.814386473456906,OTM,56948.48617047481,0.0
2023-09-25,43.4733772277832,39.205056291593856,1,10%,40,0,40.0,56988.48617047481,31.511079877454886,OTM,56988.48617047481,0.0
2023-10-02,45.73504638671875,40.920484868255485,1,10%,40,30,10.0,56998.48617047481,31.938337695346853,OTM,56998.48617047481,0.0
2023-10-09,45.4342155456543,43.123441007491714,1,10%,40,0,40.0,57038.48617047481,31.471004798307323,OTM,57038.48617047481,0.0
2023-10-16,41.36261749267578,42.865774279536055,1,10%,40,0,-110.31567868602735,56928.170491788784,31.30603116490735,ASSIGNED,57038.48617047481,-0.19340569165233323
2023-10-23,40.476139068603516,38.88547873877169,1,10%,40,0,40.0,56968.170491788784,32.2744402265581,OTM,57038.48617047481,-0.12327760325873652
2023-10-30,44.97848892211914,38.08796900217257,1,10%,40,30,10.0,56978.170491788784,32.018756881827464,OTM,57038.48617047481,-0.10574558116033736
2023-11-06,48.30652618408203,42.17678149975618,1,10%,40,0,40.0,57018.170491788784,32.96716610496884,OTM,57038.48617047481,-0.035617492766740665
2023-11-13,49.26896286010742,45.24164454359692,1,10%,40,0,40.0,57058.170491788784,33.30077843459364,OTM,57058.170491788784,0.0
2023-11-20,47.747859954833984,46.24171013798927,1,10%,40,0,40.0,57098.170491788784,32.722987097376276,OTM,57098.170491788784,0.0
2023-11-27,46.737449645996094,44.86062328289829,1,10%,40,30,10.0,57108.170491788784,32.44175320093731,OTM,57108.170491788784,0.0
2023-12-04,47.4821891784668,44.03224206091617,1,10%,40,0,40.0,57148.170491788784,31.69541617295391,OTM,57148.170491788784,0.0
2023-12-11,48.86549377441406,44.79837258462859,1,10%,40,0,40.0,57188.170491788784,31.3036094341044,OTM,57188.170491788784,0.0
2023-12-18,48.8055305480957,46.25430661164388,1,10%,40,0,40.0,57228.170491788784,30.41336182732826,OTM,57228.170491788784,0.0
2023-12-25,49.4971809387207,46.23339608895263,1,10%,40,30,10.0,57238.170491788784,30.201494708783635,OTM,57238.170491788784,0.0
2024-01-01,49.072391510009766,46.966446565266274,1,10%,40,0,40.0,57278.170491788784,29.74781775449535,OTM,57278.170491788784,0.0
2024-01-08,54.68257522583008,46.56070380280487,1,10%,40,0,40.0,57318.170491788784,29.76352553868516,OTM,57318.170491788784,0.0
2024-01-15,59.461185455322266,51.95938943878041,1,10%,40,0,40.0,57358.170491788784,29.36448220995178,OTM,57358.170491788784,0.0
2024-01-22,61.00041198730469,56.45519411785444,1,10%,40,30,10.0,57368.170491788784,29.581957379890376,OTM,57368.170491788784,0.0
2024-01-29,66.12684631347656,58.300248327232616,1,10%,40,0,40.0,57408.170491788784,27.76788560780283,OTM,57408.170491788784,0.0
2024-02-05,72.09687042236328,63.12961775443382,1,10%,40,0,40.0,57448.170491788784,28.073856512296757,OTM,57448.170491788784,0.0
2024-02-12,72.57659912109375,68.58618527781498,1,10%,40,0,40.0,57488.170491788784,29.04549764950943,OTM,57488.170491788784,0.0
2024-02-19,78.77751159667969,69.28994417076073,1,10%,40,30,10.0,57498.170491788784,28.06228519020155,OTM,57498.170491788784,0.0
2024-02-26,82.23775482177734,75.35996704896284,1,10%,40,0,40.0,57538.170491788784,27.513349917485645,OTM,57538.170491788784,0.0
2024-03-04,87.48824310302734,78.75071096370365,1,10%,40,0,40.0,57578.170491788784,27.230601827419637,OTM,57578.170491788784,0.0
2024-03-11,87.7970962524414,83.7953825035191,1,10%,40,0,40.0,57618.170491788784,27.17516573420086,OTM,57618.170491788784,0.0
2024-03-18,94.24616241455078,84.13605231758963,1,10%,40,30,10.0,57628.170491788784,27.027807016196117,OTM,57628.170491788784,0.0
2024-03-25,90.31494903564453,90.43449804458474,1,10%,40,0,28.045099105978863,57656.21559089476,26.665749334447067,ASSIGNED,57656.21559089476,0.0
2024-04-01,87.96802520751953,86.16117844455613,1,10%,40,0,40.0,57696.21559089476,28.266138562972813,OTM,57696.21559089476,0.0
2024-04-08,88.14594268798828,83.84792032478344,1,10%,40,0,40.0,57736.21559089476,28.50968093686358,OTM,57736.21559089476,0.0
2024-04-15,76.16539001464844,84.11904617029316,1,10%,40,30,-785.3656155644723,56950.84997533029,28.177402324171354,ASSIGNED,57736.21559089476,-1.3602651429899515
2024-04-22,87.69515991210938,71.04713027325526,1,10%,40,0,40.0,56990.84997533029,34.38323738400024,OTM,57736.21559089476,-1.2909845370641482
2024-04-29,88.74866485595703,81.09298424470475,1,10%,40,0,40.0,57030.84997533029,36.71566405471462,OTM,57736.21559089476,-1.2217039311383449
2024-05-06,89.83717346191406,82.30630172882708,1,10%,40,0,40.0,57070.84997533029,35.93847440091733,OTM,57736.21559089476,-1.1524233252125415
2024-05-13,92.43699645996094,83.32252825334142,1,10%,40,30,10.0,57080.84997533029,35.91685340115689,OTM,57736.21559089476,-1.1351031737310908
2024-05-20,106.4206314086914,85.99551555977334,1,10%,40,0,40.0,57120.84997533029,35.10025471618023,OTM,57736.21559089476,-1.0658225678052875
2024-05-27,109.58319854736328,97.92805549498685,1,10%,40,0,40.0,57160.84997533029,38.01840724852639,OTM,57736.21559089476,-0.9965419618794842
2024-06-03,120.83308410644531,100.9394191941845,1,10%,40,0,40.0,57200.84997533029,37.752093448495486,OTM,57736.21559089476,-0.9272613559536809
2024-06-10,131.83091735839844,110.93332870384509,1,10%,40,30,10.0,57210.84997533029,38.63198852869323,OTM,57736.21559089476,-0.90994120447223
2024-06-17,126.52289581298828,120.89862730168305,1,10%,40,0,40.0,57250.84997533029,38.91968933998855,OTM,57736.21559089476,-0.8406605985464267
2024-06-24,123.4940185546875,116.04536056221352,1,10%,40,0,40.0,57290.84997533029,38.88645333757644,OTM,57736.21559089476,-0.7713799926206234
2024-07-01,125.78317260742188,113.28303678288384,1,10%,40,0,40.0,57330.84997533029,38.84971760216075,OTM,57736.21559089476,-0.7020993866948201
2024-07-08,129.19189453125,115.43367673864498,1,10%,40,30,10.0,57340.84997533029,38.73331011234234,OTM,57736.21559089476,-0.6847792352133693
2024-07-15,117.8861083984375,121.04784217276325,1,10%,40,0,-276.17337743257536,57064.67659789771,33.18305922372531,ASSIGNED,57736.21559089476,-1.1631157084409813
2024-07-22,113.01791381835938,110.26079601390099,1,10%,40,0,40.0,57104.67659789771,33.65763840533488,OTM,57736.21559089476,-1.093835102515178
2024-07-29,107.23007202148438,105.38247078736384,1,10%,40,0,40.0,57144.67659789771,34.487163002059546,OTM,57736.21559089476,-1.0245544965893747
2024-08-05,104.71102142333984,99.6350664704303,1,10%,40,30,10.0,57154.67659789771,35.43022554066546,OTM,57736.21559089476,-1.007234345107924
2024-08-12,124.53363800048828,97.20912063984062,1,10%,40,0,40.0,57194.67659789771,35.66524617613625,OTM,57736.21559089476,-0.9379537391821205
2024-08-19,129.32183837890625,114.71878796406658,1,10%,40,0,40.0,57234.67659789771,37.73309967362829,OTM,57736.21559089476,-0.8686731332563172
2024-08-26,119.32557678222656,119.10641467706049,1,10%,40,0,40.0,57274.67659789771,37.784850212029035,OTM,57736.21559089476,-0.7993925273305139
2024-09-02,102.79173278808594,109.98834263077963,1,10%,40,30,-709.660984269369,56565.01561362834,37.570769762460486,ASSIGNED,57736.21559089476,-2.028536102132616
2024-09-09,119.06585693359375,94.32557541370532,1,10%,40,0,40.0,56605.01561362834,38.756902382340144,OTM,57736.21559089476,-1.9592554962068127
2024-09-16,115.96674346923828,107.61540013369448,1,10%,40,0,40.0,56645.01561362834,42.73941089932977,OTM,57736.21559089476,-1.8899748902810094
2024-09-23,121.36520385742188,104.80884619967986,1,10%,40,0,40.0,56685.01561362834,42.75303989970135,OTM,57736.21559089476,-1.820694284355206
2024-09-30,124.88418579101562,109.58388728820535,1,10%,40,30,10.0,56695.01561362834,43.00021069148381,OTM,57736.21559089476,-1.8033741328737554
2024-10-07,134.76136779785156,112.75533770720376,1,10%,40,0,40.0,56735.01561362834,43.01391282747534,OTM,57736.21559089476,-1.734093526947952
2024-10-14,137.96043395996094,121.93872088003336,1,10%,40,0,40.0,56775.01561362834,42.445676282369035,OTM,57736.21559089476,-1.6648129210221487
2024-10-21,141.49942016601562,125.06451248247453,1,10%,40,0,40.0,56815.01561362834,41.96245861037461,OTM,57736.21559089476,-1.5955323150963454
2024-10-28,132.72193908691406,128.6660792372774,1,10%,40,30,10.0,56825.01561362834,41.16054183107642,OTM,57736.21559089476,-1.5782121636148945
