Date,NVDA_Price,Strike,Contracts,Premium,PnL,Capital,VIX,Status,Peak,Drawdown_%
2022-10-10,11.21352767944336,11.176784708189158,3,120,120.0,70384.04949085,36.15767929921418,OTM,70384.04949085,0.0
2022-10-17,12.451041221618652,10.492862850997263,3,120,120.0,70504.04949085,33.53756687932729,OTM,70504.04949085,0.0
2022-10-24,13.817398071289062,11.538809264294205,3,120,120.0,70624.04949085,36.133005914649665,OTM,70624.04949085,0.0
2022-10-31,14.139012336730957,12.697050330767372,3,120,120.0,70744.04949085,38.387738872167134,OTM,70744.04949085,0.0
2022-11-07,16.30740737915039,12.977224481457432,3,120,120.0,70864.04949085,38.70115017167333,OTM,70864.04949085,0.0
2022-11-14,15.390510559082031,14.750517793575872,3,120,120.0,70984.04949085,42.538136997555114,OTM,70984.04949085,0.0
2022-11-21,16.25047492980957,13.955589558991406,3,120,120.0,71104.04949085,41.8928374907682,OTM,71104.04949085,0.0
2022-11-28,16.860061645507812,14.961481599964014,3,120,120.0,71224.04949085,37.87948660977962,OTM,71224.04949085,0.0
2022-12-05,16.984941482543945,15.532341047614802,3,120,120.0,71344.04949085,37.71481467076816,OTM,71344.04949085,0.0
2022-12-12,16.555349349975586,15.753155868854606,3,120,120.0,71464.04949085,35.91860579019479,OTM,71464.04949085,0.0
2022-12-19,15.191637992858887,15.389862633976547,3,120,60.53260766470199,71524.5820985147,35.306292674701524,ASSIGNED,71524.5820985147,0.0
2022-12-26,14.600197792053223,14.0431368990479,3,120,120.0,71644.5820985147,36.806625911483884,OTM,71644.5820985147,0.0
2023-01-02,14.844965934753418,13.471706968064694,3,120,120.0,71764.5820985147,37.29466525170437,OTM,71764.5820985147,0.0
2023-01-09,16.883039474487305,13.774797305043604,3,120,120.0,71884.5820985147,35.79383885295988,OTM,71884.5820985147,0.0
2023-01-16,17.82215690612793,15.611683399302544,3,120,120.0,72004.5820985147,36.72092069264326,OTM,72004.5820985147,0.0
2023-01-23,20.34576416015625,16.547849144401262,3,120,120.0,72124.5820985147,35.62413432819669,OTM,72124.5820985147,0.0
2023-01-30,21.0800724029541,18.734691003458725,3,120,120.0,72244.5820985147,37.84035862903447,OTM,72244.5820985147,0.0
2023-02-06,21.24491310119629,19.610254886033218,3,120,120.0,72364.5820985147,35.11189457619035,OTM,72364.5820985147,0.0
2023-02-13,21.367799758911133,19.85636092084796,3,120,120.0,72484.5820985147,33.85249823731711,OTM,72484.5820985147,0.0
2023-02-20,23.264007568359375,19.976887230170306,3,120,120.0,72604.5820985147,33.77593949267107,OTM,72604.5820985147,0.0
2023-02-27,23.86743927001953,21.690802778715874,3,120,120.0,72724.5820985147,34.50573827556644,OTM,72724.5820985147,0.0
2023-03-06,22.947208404541016,22.261361657975243,3,120,120.0,72844.5820985147,34.40985831647018,OTM,72844.5820985147,0.0
2023-03-13,25.70507049560547,21.377717400828214,3,120,120.0,72964.5820985147,34.72834408614554,OTM,72964.5820985147,0.0
2023-03-20,26.758251190185547,24.08515140335621,3,120,120.0,73084.5820985147,33.17758515840309,OTM,73084.5820985147,0.0
2023-03-27,27.75547981262207,25.230000039949402,3,120,120.0,73204.5820985147,31.473985074134546,OTM,73204.5820985147,0.0
2023-04-03,27.01605224609375,26.194946238389736,3,120,120.0,73324.5820985147,31.217579683617004,OTM,73324.5820985147,0.0
2023-04-10,26.737266540527344,25.549994211703815,3,120,120.0,73444.5820985147,30.652760418578616,OTM,73444.5820985147,0.0
2023-04-17,27.097984313964844,25.240295352985772,3,120,120.0,73564.5820985147,31.149463495506303,OTM,73564.5820985147,0.0
2023-04-24,27.72749900817871,25.875086535659683,3,120,120.0,73684.5820985147,28.017117711026145,OTM,73684.5820985147,0.0
2023-05-01,28.657779693603516,26.479884386806614,3,120,120.0,73804.5820985147,27.97870677207151,OTM,73804.5820985147,0.0
2023-05-08,28.318042755126953,27.374848003277336,3,120,120.0,73924.5820985147,27.9128663611611,OTM,73924.5820985147,0.0
